export	overload-id	acceptance-group	candidate-layout	predicate-domain	kind-domain	configured-target-domain	source-exposure	recipe-form	source-recipe-json	boundary-cells	reference-oracle	implementation-authority	discovery-command	acceptance-status
matrix/dot	1	C17	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, D3] }]), outputs: [K2]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64; c32,c64,r64=target-rejection G02	Prelude	named-call	"""answer := matrix/dot([1 2], [3 4])\nanswer\n"""	DOT;PROMOTION;LAYOUT;TURN;VISIBILITY	sum over same-shape column-major paired entries; scalar result	scheme.rs matrix_dot,dynamic_matrix_dot; numeric.rs:4995,5004	MECH_AUDIT_CASE=catalog-matrix-dot ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
matrix/horzcat	syntax-directed	C19	Some(FunctionTypeDeclaration { overloads: [], template: Some(HorizontalConcatenation), parameter_names: None })	exact/template	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64,string,bool,id,index,atom; V-STRUCT	snapshot structural transport; dynamic downstream layout G18	Prelude	named-call	"""answer := matrix/horzcat([1 2; 3 4], [1 2; 3 4])\nanswer\n"""	CONCAT;LAYOUT;TURN;VISIBILITY	append columns/rows in column-major logical order; keep element schemas	scheme.rs:788-847; resident matrix construction/concat	MECH_AUDIT_CASE=catalog-matrix-horzcat ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
matrix/matmul	0	C16	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D1, D2] }]), outputs: [Matrix { element: K2, dimensions: [D0, D2] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64; c32,c64,r64=G02	Prelude	named-call	"""answer := matrix/matmul([1 2; 3 4], [1 2; 3 4])\nanswer\n"""	PRODUCT;PROMOTION;LAYOUT;TURN;VISIBILITY	column-major schoolbook dot products over inner axis, checked integer arithmetic	scheme.rs:640-695; numeric.rs:4899-5001	MECH_AUDIT_CASE=catalog-matrix-matmul ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
matrix/matmul	1	C16	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, D3] }]), outputs: [Matrix { element: K2, dimensions: [D0, D3] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64; c32,c64,r64=G02	Prelude	named-call	"""answer := matrix/matmul([1 2; 3 4], [1 2; 3 4])\nanswer\n"""	PRODUCT;PROMOTION;LAYOUT;TURN;VISIBILITY	column-major schoolbook dot products over inner axis, checked integer arithmetic	scheme.rs:640-695; numeric.rs:4899-5001	MECH_AUDIT_CASE=catalog-matrix-matmul ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
matrix/solve	0	C18	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D0] }, Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	Prelude	named-call	"""answer := matrix/solve([1 0; 0 1], [1; 2])\nanswer\n"""	SOLVE;LAYOUT;TURN;VISIBILITY	known exact diagonal/permutation solutions plus residual and singular rejection	scheme.rs:752-785; numeric.rs:5156	MECH_AUDIT_CASE=catalog-matrix-solve ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
matrix/solve	1	C18	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K0, dimensions: [D2, D3] }]), outputs: [Matrix { element: K0, dimensions: [D2, D3] }]	FloatingPoint	f32,f64	f32,f64	Prelude	named-call	"""answer := matrix/solve([1 0; 0 1], [1; 2])\nanswer\n"""	SOLVE;LAYOUT;TURN;VISIBILITY	known exact diagonal/permutation solutions plus residual and singular rejection	scheme.rs:752-785; numeric.rs:5156	MECH_AUDIT_CASE=catalog-matrix-solve ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
matrix/transpose	0	C20	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D1, D0] }]	exact/template	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64,string,bool,id,index,atom; V-STRUCT	snapshot structural transport; dynamic downstream layout G18	Prelude	named-call	"""answer := [1 2; 3 4]'\nanswer\n"""	TRANSPOSE;LAYOUT;TURN;VISIBILITY	B[c,r]=A[r,c], output axes swapped, transpose twice identity	scheme.rs:627-638; resident transpose binding	MECH_AUDIT_CASE=catalog-matrix-transpose ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
matrix/vertcat	syntax-directed	C19	Some(FunctionTypeDeclaration { overloads: [], template: Some(VerticalConcatenation), parameter_names: None })	exact/template	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64,string,bool,id,index,atom; V-STRUCT	snapshot structural transport; dynamic downstream layout G18	Prelude	named-call	"""answer := matrix/vertcat([1 2; 3 4], [1 2; 3 4])\nanswer\n"""	CONCAT;LAYOUT;TURN;VISIBILITY	append columns/rows in column-major logical order; keep element schemas	scheme.rs:788-847; resident matrix construction/concat	MECH_AUDIT_CASE=catalog-matrix-vertcat ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
range/exclusive	0	C15	inputs: Fixed([K0, K1]), outputs: [Matrix { element: K2, dimensions: [1, D0] }]	RangeEndpoint	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,index	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64; index handled by Index source ownership (must execute dedicated witness)	Prelude	named-call	"""answer := range/exclusive(1.0, 3.0)\nanswer\n"""	RANGE;PROMOTION;TURN;VISIBILITY	finite sequence start+i*step, inclusive/exclusive bound; exact cardinality and row order	scheme.rs:567-623; frontend.rs range; numeric.rs:3962-4132	MECH_AUDIT_CASE=catalog-range-exclusive ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
range/exclusive-increment	0	C15	inputs: Fixed([K0, K1, K2]), outputs: [Matrix { element: K4, dimensions: [1, D0] }]	RangeEndpoint	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,index	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64; index handled by Index source ownership (must execute dedicated witness)	Internal	intrinsic-operator	"""answer := 1..1..3\nanswer\n"""	RANGE;PROMOTION;TURN;VISIBILITY	finite sequence start+i*step, inclusive/exclusive bound; exact cardinality and row order	scheme.rs:567-623; frontend.rs range; numeric.rs:3962-4132	MECH_AUDIT_CASE=catalog-range-exclusive-increment ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
range/inclusive	0	C15	inputs: Fixed([K0, K1]), outputs: [Matrix { element: K2, dimensions: [1, D0] }]	RangeEndpoint	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,index	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64; index handled by Index source ownership (must execute dedicated witness)	Prelude	named-call	"""answer := range/inclusive(1.0, 3.0)\nanswer\n"""	RANGE;PROMOTION;TURN;VISIBILITY	finite sequence start+i*step, inclusive/exclusive bound; exact cardinality and row order	scheme.rs:567-623; frontend.rs range; numeric.rs:3962-4132	MECH_AUDIT_CASE=catalog-range-inclusive ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
range/inclusive-increment	0	C15	inputs: Fixed([K0, K1, K2]), outputs: [Matrix { element: K4, dimensions: [1, D0] }]	RangeEndpoint	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,index	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64; index handled by Index source ownership (must execute dedicated witness)	Internal	intrinsic-operator	"""answer := 1..1..=3\nanswer\n"""	RANGE;PROMOTION;TURN;VISIBILITY	finite sequence start+i*step, inclusive/exclusive bound; exact cardinality and row order	scheme.rs:567-623; frontend.rs range; numeric.rs:3962-4132	MECH_AUDIT_CASE=catalog-range-inclusive-increment ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
set/cartesian-product	0	C28	inputs: Fixed([Set { element: K0, cardinality: D0 }, Set { element: K1, cardinality: D1 }]), outputs: [Set { element: Tuple([K0, K1]), cardinality: D2 }]	exact/template	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string,bool,id,index,atom; K-STRUCT on each side	no named source binding; operator mapping not present in canonical frontend; direct artifact contract requires product snapshots	Internal	negative-named-call	"""answer := set/cartesian-product({1,2},{2,3})\nanswer\n"""	VISIBILITY;CARTESIAN;KEY;VISIBILITY	direct source rejects Internal; artifact result reference ordered pairs as canonical set	set/catalog.rs:97-102; scheme.rs:925-944; resident/set.rs	MECH_AUDIT_CASE=catalog-set-cartesian-product ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
set/comprehension	0	C22	inputs: Fixed([]), outputs: [Set { element: Tuple([]), cardinality: D0 }]	Keyable	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string,bool,id,index,atom; K-STRUCT	keyable snapshots; lexical control storage G06; composition G07/G08	Prelude	intrinsic-operator	"""answer := {x + 1 | x <- [1 2]}\nanswer\n"""	COMP;KEY;TURN;VISIBILITY	reference set of yielded values, duplicate elimination and canonical key identity	scheme.rs:1020-1045; resident/set.rs; comprehension.rs	MECH_AUDIT_CASE=catalog-set-comprehension ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
set/comprehension	1	C22	inputs: Variadic { prefix: [], repeated: K0, min_repetitions: 1 }, outputs: [Set { element: K0, cardinality: D0 }]	Keyable	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string,bool,id,index,atom; K-STRUCT	keyable snapshots; lexical control storage G06; composition G07/G08	Prelude	intrinsic-operator	"""answer := {x + 1 | x <- [1 2]}\nanswer\n"""	COMP;KEY;TURN;VISIBILITY	reference set of yielded values, duplicate elimination and canonical key identity	scheme.rs:1020-1045; resident/set.rs; comprehension.rs	MECH_AUDIT_CASE=catalog-set-comprehension ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
set/define	syntax-directed	C23	Some(FunctionTypeDeclaration { overloads: [], template: Some(SetDefinition), parameter_names: None })	exact/template	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string,bool,id,index,atom; K-STRUCT	keyable snapshot construction	Prelude	intrinsic-operator	"""answer := {1,2}\nanswer\n"""	SET-DEFINE;KEY;TURN;VISIBILITY	canonical set uniqueness independent of source order	catalog.rs source template SetDefinition; resident/set.rs	MECH_AUDIT_CASE=catalog-set-define ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
set/difference	0	C26	inputs: Fixed([Set { element: K0, cardinality: D0 }, Set { element: K0, cardinality: D1 }]), outputs: [Set { element: K0, cardinality: D2 }]	Keyable	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string,bool,id,index,atom; K-STRUCT	keyable snapshots	Prelude	named-call	"""answer := set/difference({1,2},{2,3})\nanswer\n"""	SET-BINARY;KEY;TURN;VISIBILITY	reference union/intersection/difference/symmetric difference	scheme.rs:892-925; resident/set.rs	MECH_AUDIT_CASE=catalog-set-difference ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
set/disjoint	0	C27	inputs: Fixed([Set { element: K0, cardinality: D0 }, Set { element: K0, cardinality: D1 }]), outputs: [bool]	Keyable	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string,bool,id,index,atom; K-STRUCT	keyable snapshots	Prelude	named-call	"""answer := set/disjoint({1,2},{2,3})\nanswer\n"""	SET-RELATION;KEY;TURN;VISIBILITY	finite mathematical equality/subset/proper/disjoint relations	scheme.rs:966-977; resident/set.rs	MECH_AUDIT_CASE=catalog-set-disjoint ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
set/element-of	0	C24	inputs: Fixed([K0, Set { element: K1, cardinality: D0 }]), outputs: [bool]	Keyable	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string,bool,id,index,atom; K-STRUCT; sought value independently typed; keyability applies to set element	keyable set domain; member-kind mismatch uses declared membership semantics	Internal	intrinsic-operator	"""answer := 1 ∈ {1,2}\nanswer\n"""	MEMBERSHIP;KEY;TURN;VISIBILITY	reference membership of exact canonical key, no accidental numeric coercion	scheme.rs:850; resident/set.rs	MECH_AUDIT_CASE=catalog-set-element-of ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
set/equals	0	C27	inputs: Fixed([Set { element: K0, cardinality: D0 }, Set { element: K0, cardinality: D1 }]), outputs: [bool]	Keyable	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string,bool,id,index,atom; K-STRUCT	keyable snapshots	Prelude	named-call	"""answer := set/equals({1,2},{2,3})\nanswer\n"""	SET-RELATION;KEY;TURN;VISIBILITY	finite mathematical equality/subset/proper/disjoint relations	scheme.rs:966-977; resident/set.rs	MECH_AUDIT_CASE=catalog-set-equals ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
set/insert	0	C25	inputs: Fixed([Set { element: K0, cardinality: D0 }, K0]), outputs: [Set { element: K0, cardinality: D1 }]	Keyable	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string,bool,id,index,atom; K-STRUCT	keyable snapshot construction	Prelude	named-call	"""answer := set/insert({1,2}, 3)\nanswer\n"""	SET-UPDATE;KEY;TURN;VISIBILITY	insert union singleton/remove exact key; cardinality bound and preserved original	scheme.rs set_insert,set_remove; resident/set.rs	MECH_AUDIT_CASE=catalog-set-insert ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
set/intersection	0	C26	inputs: Fixed([Set { element: K0, cardinality: D0 }, Set { element: K0, cardinality: D1 }]), outputs: [Set { element: K0, cardinality: D2 }]	Keyable	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string,bool,id,index,atom; K-STRUCT	keyable snapshots	Prelude	named-call	"""answer := set/intersection({1,2},{2,3})\nanswer\n"""	SET-BINARY;KEY;TURN;VISIBILITY	reference union/intersection/difference/symmetric difference	scheme.rs:892-925; resident/set.rs	MECH_AUDIT_CASE=catalog-set-intersection ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
set/not-element-of	0	C24	inputs: Fixed([K0, Set { element: K1, cardinality: D0 }]), outputs: [bool]	Keyable	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string,bool,id,index,atom; K-STRUCT; sought value independently typed; keyability applies to set element	keyable set domain; member-kind mismatch uses declared membership semantics	Internal	intrinsic-operator	"""answer := 1 ∉ {1,2}\nanswer\n"""	MEMBERSHIP;KEY;TURN;VISIBILITY	reference membership of exact canonical key, no accidental numeric coercion	scheme.rs:850; resident/set.rs	MECH_AUDIT_CASE=catalog-set-not-element-of ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
set/not_equals	0	C27	inputs: Fixed([Set { element: K0, cardinality: D0 }, Set { element: K0, cardinality: D1 }]), outputs: [bool]	Keyable	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string,bool,id,index,atom; K-STRUCT	keyable snapshots	Prelude	intrinsic-operator	"""answer := {1,2} ≠ {2,3}\nanswer\n"""	SET-RELATION;KEY;TURN;VISIBILITY	finite mathematical equality/subset/proper/disjoint relations	scheme.rs:966-977; resident/set.rs	MECH_AUDIT_CASE=catalog-set-not_equals ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
set/powerset	0	C29	inputs: Fixed([Set { element: K0, cardinality: D0 }]), outputs: [Set { element: Set { element: K0, cardinality: D1 }, cardinality: D2 }]	exact/template	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,r64,string,bool,id,index,atom; K-STRUCT	keyable snapshot sets of sets	Prelude	named-call	"""answer := set/powerset({1,2})\nanswer\n"""	POWERSET;KEY;VISIBILITY	reference 2^n subsets for n=0,1,3; canonical duplicate/order invariance; budget boundary	scheme.rs:946-964; resident/set.rs	MECH_AUDIT_CASE=catalog-set-powerset ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
