id	grammar-name	module	rust-function	classification	feature-gate	entry-point	output-type	parent-rules	child-rules	selection-behavior	termination	whitespace	spec-location	conformance-cases	implementation-path	notes
repl.parse-repl-command	parse-repl-command	repl	parse_repl_command	root/production	always	public-root:parse-repl-command	ReplCommand	none	tag	ordered-first-success	complete consumption required	none directly; child rules may consume	not-located	REPL-HELP,REPL-SAVE,REPL-PROFILE,REPL-STEP,REPL-CODE,REPL-HELP-ALIAS,REPL-QUIT-ALIAS,REPL-DOCS,REPL-DOCS-ALIAS,REPL-SYMBOLS,REPL-WHOS-ALIAS,REPL-PLAN-ALIAS,REPL-LS,REPL-CLEAR,REPL-CLC,REPL-SAVE-EMPTY,REPL-CODE-ALIAS,REPL-CD,REPL-LOAD	src/syntax/src/repl.rs::parse_repl_command	Constructs ReplCommand; implementation-derived inventory entry.
repl.save-rpl	save-rpl	repl	save_rpl	production	always	parse-repl-command	ReplCommand	none	tag	none	caller controls remainder	space1	not-located	REPL-SAVE,REPL-SAVE-EMPTY	src/syntax/src/repl.rs::save_rpl	Constructs ReplCommand; implementation-derived inventory entry.
repl.code-rpl	code-rpl	repl	code_rpl	production	always	parse-repl-command	ReplCommand	none	tag	ordered-first-success	caller controls remainder	space0	not-located	REPL-CODE,REPL-CODE-ALIAS	src/syntax/src/repl.rs::code_rpl	Constructs ReplCommand; implementation-derived inventory entry.
repl.profile-rpl	profile-rpl	repl	profile_rpl	production	always	parse-repl-command	ReplCommand	none	tag	ordered-first-success	caller controls remainder	space0	not-located	REPL-PROFILE	src/syntax/src/repl.rs::profile_rpl	Constructs ReplCommand; implementation-derived inventory entry.
repl.docs-rpl	docs-rpl	repl	docs_rpl	production	always	parse-repl-command	ReplCommand	none	tag	ordered-first-success	optional component; caller controls remainder	space0	not-located	REPL-DOCS,REPL-DOCS-ALIAS	src/syntax/src/repl.rs::docs_rpl	Constructs ReplCommand; implementation-derived inventory entry.
repl.help-rpl	help-rpl	repl	help_rpl	production	always	parse-repl-command	ReplCommand	none	tag	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	REPL-HELP,REPL-HELP-ALIAS	src/syntax/src/repl.rs::help_rpl	Constructs ReplCommand; implementation-derived inventory entry.
repl.quit-rpl	quit-rpl	repl	quit_rpl	production	always	parse-repl-command	ReplCommand	none	tag	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	REPL-QUIT-ALIAS	src/syntax/src/repl.rs::quit_rpl	Constructs ReplCommand; implementation-derived inventory entry.
repl.cd-rpl	cd-rpl	repl	cd_rpl	production	always	parse-repl-command	ReplCommand	none	tag	none	caller controls remainder	space0	not-located	REPL-CD	src/syntax/src/repl.rs::cd_rpl	Constructs ReplCommand; implementation-derived inventory entry.
repl.symbols-rpl	symbols-rpl	repl	symbols_rpl	production	always	parse-repl-command	ReplCommand	none	tag	ordered-first-success	optional component; caller controls remainder	space0	not-located	REPL-SYMBOLS	src/syntax/src/repl.rs::symbols_rpl	Constructs ReplCommand; implementation-derived inventory entry.
repl.plan-rpl	plan-rpl	repl	plan_rpl	production	always	parse-repl-command	ReplCommand	none	tag	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	REPL-PLAN-ALIAS	src/syntax/src/repl.rs::plan_rpl	Constructs ReplCommand; implementation-derived inventory entry.
repl.identifier	repl-identifier	repl	identifier	production	always	parse-repl-command	String	none	none	none	caller controls remainder	none directly; child rules may consume	not-located	REPL-WHOS-ALIAS	src/syntax/src/repl.rs::identifier	Constructs String; implementation-derived inventory entry.
repl.whos-rpl	whos-rpl	repl	whos_rpl	production	always	parse-repl-command	ReplCommand	none	tag	ordered-first-success	separator-delimited repetition; caller controls remainder	space0	not-located	REPL-WHOS-ALIAS	src/syntax/src/repl.rs::whos_rpl	Constructs ReplCommand; implementation-derived inventory entry.
repl.clear-rpl	clear-rpl	repl	clear_rpl	production	always	parse-repl-command	ReplCommand	none	tag	none	caller controls remainder	none directly; child rules may consume	not-located	REPL-CLEAR	src/syntax/src/repl.rs::clear_rpl	Constructs ReplCommand; implementation-derived inventory entry.
repl.clc-rpl	clc-rpl	repl	clc_rpl	production	always	parse-repl-command	ReplCommand	none	tag	none	caller controls remainder	none directly; child rules may consume	not-located	REPL-CLC	src/syntax/src/repl.rs::clc_rpl	Constructs ReplCommand; implementation-derived inventory entry.
repl.ls-rpl	ls-rpl	repl	ls_rpl	production	always	parse-repl-command	ReplCommand	none	tag	none	caller controls remainder	none directly; child rules may consume	not-located	REPL-LS	src/syntax/src/repl.rs::ls_rpl	Constructs ReplCommand; implementation-derived inventory entry.
repl.load-rpl	load-rpl	repl	load_rpl	production	always	parse-repl-command	ReplCommand	none	tag	ordered-first-success	separator-delimited repetition; caller controls remainder	space1	not-located	REPL-LOAD	src/syntax/src/repl.rs::load_rpl	Constructs ReplCommand; implementation-derived inventory entry.
repl.step-rpl	step-rpl	repl	step_rpl	production	always	parse-repl-command	ReplCommand	none	tag	none	optional component; caller controls remainder	space1	not-located	REPL-STEP	src/syntax/src/repl.rs::step_rpl	Constructs ReplCommand; implementation-derived inventory entry.
parser.null		parser	null	parser-control/helper	always	parse	()	code-terminal,invariant-define,kind-record,kind-table,not-mech-code,op-assign,paragraph,unordered-list-item,variable-assign,variable-define	none	none	caller controls remainder	none directly; child rules may consume	not-applicable	not-applicable	src/syntax/src/parser.rs::null	Implementation helper or semantic operation; consumes no standalone grammar rule.
parser.range		parser	range	parser-control/helper	always	parse	(O, SourceRange)	alpha-token,code-block,digit-token,empty,enum-define,kind-annotation,kind-define,kind-kind,map,matrix,mika-section,option-map,parenthetical-term,record,set	none	none	caller controls remainder	none directly; child rules may consume	not-applicable	not-applicable	src/syntax/src/parser.rs::range	Implementation helper or semantic operation; consumes no standalone grammar rule.
parser.label-without-recovery		parser	label_without_recovery	diagnostic/parser-control	always	parse	O	none	none	none	caller controls remainder	none directly; child rules may consume	not-applicable	not-applicable	src/syntax/src/parser.rs::label_without_recovery	Diagnostic/control behavior; excluded from the accepted-language grammar.
parser.label-with-recovery		parser	label_with_recovery	diagnostic/parser-control/recovery	always	parse	O	none	none	none	recovery synchronization boundary	none directly; child rules may consume	not-applicable	not-applicable	src/syntax/src/parser.rs::label_with_recovery	Recovery-only parser mechanic; excluded from the accepted-language grammar.
parser.is		parser	is	parser-control	always	parse	O	none	none	none	caller controls remainder	none directly; child rules may consume	not-applicable	not-applicable	src/syntax/src/parser.rs::is	Implementation helper or semantic operation; consumes no standalone grammar rule.
parser.is-not		parser	is_not	parser-control	always	parse	()	code-block,divide,emoji,error-block,footnote,footnote-reference,grammar-terminal-token,hyperlink,identifier-path-segment-emoji,img,inline-code,inline-equation,inline-paragraph,invariant-define,less-than,multiply,op-assign,ordered-list,paragraph,paragraph-text,quote-block,raw-hyperlink,raw-string,raw-subtract,source-import-tail,subtitle,success-block,utf8-string,variable-assign,variable-define,warning-block	none	none	caller controls remainder	none directly; child rules may consume	not-applicable	not-applicable	src/syntax/src/parser.rs::is_not	Implementation helper or semantic operation; consumes no standalone grammar rule.
parser.tag	tag	parser	tag	terminal/helper	always	parse	String	add,add-assign-operator,and,binary-literal,cd-rpl,checked-item,clc-rpl,clear-rpl,code-rpl,comment-sigil,complement,complex-number,context-base-resource-uri,cross-product,decimal-literal,difference,div-assign-operator,divide,docs-rpl,dot-product,element-of,empty,enum-separator,equal-to,exp-assign-operator,full-join,greater-than,greater-than-equal,guard-operator,help-rpl,hexadecimal-literal,intersection,join,kind-record,kind-set,left-anti-join,left-join,left-semi-join,less-than,less-than-equal,list-separator,load-rpl,ls-rpl,matrix-multiply,matrix-solve,mika-arm-left,mika-arm-right,mika-expression-inner,mika-eye-left,mika-eye-right,mika-nose,modulus,mul-assign-operator,multiply,not,not-element-of,not-equal,octal-literal,or,parse-repl-command,plan-rpl,power,profile-rpl,proper-subset,proper-superset,quit-rpl,range-exclusive,range-inclusive,raw-subtract,right-join,save-rpl,scientific-literal,send-operator,step-rpl,strict-equal,strict-not-equal,sub-assign-operator,subset,superset,swizzle-subscript,symbols-rpl,symmetric-difference,transpose,union-op,uri-source-import-specifier,whos-rpl,xor	none	none	caller controls remainder	none directly; child rules may consume	not-located	OP-ADD-TIGHT	src/syntax/src/parser.rs::tag	Recognizes a terminal/operator form and returns String.
parser.skip-till-eol		parser	skip_till_eol	recovery	always	parse	Token	comment	none	peek-gated	recovery synchronization boundary	none directly; child rules may consume	not-applicable	not-applicable	src/syntax/src/parser.rs::skip_till_eol	Recovery-only parser mechanic; excluded from the accepted-language grammar.
parser.skip-past-eol		parser	skip_past_eol	recovery	always	parse	Token	none	new-line	none	recovery synchronization boundary	new-line	not-applicable	not-applicable	src/syntax/src/parser.rs::skip_past_eol	Recovery-only parser mechanic; excluded from the accepted-language grammar.
parser.skip-till-end-of-statement		parser	skip_till_end_of_statement	recovery	always	parse	Token	mech-code	none	ordered-first-success/peek-gated	recovery synchronization boundary	none directly; child rules may consume	not-applicable	not-applicable	src/syntax/src/parser.rs::skip_till_end_of_statement	Recovery-only parser mechanic; excluded from the accepted-language grammar.
parser.skip-till-section-element		parser	skip_till_section_element	recovery	always	parse	Token	none	none	peek-gated	recovery synchronization boundary	none directly; child rules may consume	not-applicable	not-applicable	src/syntax/src/parser.rs::skip_till_section_element	Recovery-only parser mechanic; excluded from the accepted-language grammar.
parser.skip-till-paragraph-element		parser	skip_till_paragraph_element	recovery	always	parse	Token	none	none	peek-gated	recovery synchronization boundary	none directly; child rules may consume	not-applicable	not-applicable	src/syntax/src/parser.rs::skip_till_paragraph_element	Recovery-only parser mechanic; excluded from the accepted-language grammar.
parser.skip-spaces		parser	skip_spaces	recovery	always	parse	()	none	none	none	recovery synchronization boundary	none directly; child rules may consume	not-applicable	not-applicable	src/syntax/src/parser.rs::skip_spaces	Recovery-only parser mechanic; excluded from the accepted-language grammar.
parser.skip-nil		parser	skip_nil	recovery	always	parse	()	none	none	none	recovery synchronization boundary	none directly; child rules may consume	not-applicable	not-applicable	src/syntax/src/parser.rs::skip_nil	Recovery-only parser mechanic; excluded from the accepted-language grammar.
parser.skip-empty-mech-directive		parser	skip_empty_mech_directive	recovery	always	parse	String	none	none	none	recovery synchronization boundary	none directly; child rules may consume	not-applicable	not-applicable	src/syntax/src/parser.rs::skip_empty_mech_directive	Recovery-only parser mechanic; excluded from the accepted-language grammar.
parser.recover		parser	recover	recovery	always	parse	T	checked-item,ordered-list-item,paragraph,unchecked-item,unordered-list-item	none	none	recovery synchronization boundary	none directly; child rules may consume	not-applicable	not-applicable	src/syntax/src/parser.rs::recover	Recovery-only parser mechanic; excluded from the accepted-language grammar.
